#######################PARAMETERS######################## cuda
	cuda: True
# train/test parameters	model_name: C3F4_CNN
	optimizer: SGD
	epochs: 100
	batch_size: 100
	seed: 75
	lr: 0.01
	weight_decay: 0.0001
# data preparation parameters
	dataset: crop_43
	patch_size: 21
	band: 63
	num_classes: 15
	train_percent: 0.01
	val_percent: 0.0

#############################  MODEL  ###################################

C3F4_CNN(
  (conv1): Sequential(
    (0): Conv2d(63, 380, kernel_size=(7, 7), stride=(1, 1), padding=(3, 3))
    (1): Dropout(p=0.2)
    (2): ReLU(inplace)
  )
  (conv2): Sequential(
    (0): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=True)
    (1): Conv2d(380, 350, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (2): Dropout(p=0.2)
    (3): ReLU(inplace)
  )
  (conv3): Sequential(
    (0): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=True)
    (1): Conv2d(350, 350, kernel_size=(1, 1), stride=(1, 1))
    (2): ReLU(inplace)
  )
  (fc1): Sequential(
    (0): Linear(in_features=12600, out_features=2048, bias=True)
    (1): ReLU(inplace)
  )
  (fc2): Sequential(
    (0): Linear(in_features=2048, out_features=2048, bias=True)
    (1): ReLU(inplace)
  )
  (fc3): Sequential(
    (0): Linear(in_features=2048, out_features=1024, bias=True)
    (1): ReLU(inplace)
  )
  (fc4): Sequential(
    (0): Linear(in_features=1024, out_features=15, bias=True)
  )
  (Softmax): Softmax()
)
##############################################################################

Epoch 1/100| Time: 16.03s| Loss: 2.0904
Epoch 2/100| Time: 15.89s| Loss: 1.7464
Epoch 3/100| Time: 15.89s| Loss: 1.5814
Epoch 4/100| Time: 15.98s| Loss: 1.3705
Epoch 5/100| Time: 16.36s| Loss: 1.2036
Epoch 6/100| Time: 16.17s| Loss: 0.9714
Epoch 7/100| Time: 16.40s| Loss: 0.8130
Epoch 8/100| Time: 16.43s| Loss: 0.6490
Epoch 9/100| Time: 16.03s| Loss: 0.5304
Epoch 10/100| Time: 16.01s| Loss: 0.4270
>>--/home/xueyiming/TEST/snapshots/patch_size21/C3F4_CNN_2019-01-12_22-37-13/C3F4_CNN10.model model saved--<<
>>--/home/xueyiming/TEST/snapshots/patch_size21/C3F4_CNN_2019-01-12_22-37-13/C3F4_CNN10.model model loaded--<<
	Batch_idx: 0 | Loss: 1.0254 | Accuracy: 56
	Batch_idx: 1 | Loss: 1.1011 | Accuracy: 61
	Batch_idx: 2 | Loss: 0.9465 | Accuracy: 66
	Batch_idx: 3 | Loss: 1.1859 | Accuracy: 51
	Batch_idx: 4 | Loss: 1.0108 | Accuracy: 66
	Batch_idx: 5 | Loss: 0.9438 | Accuracy: 57
	Batch_idx: 6 | Loss: 0.8803 | Accuracy: 65
	Batch_idx: 7 | Loss: 1.0284 | Accuracy: 60
	Batch_idx: 8 | Loss: 1.0961 | Accuracy: 56
	Batch_idx: 9 | Loss: 1.1696 | Accuracy: 51
	Batch_idx: 10 | Loss: 0.9734 | Accuracy: 69
	Batch_idx: 11 | Loss: 0.9634 | Accuracy: 64
	Batch_idx: 12 | Loss: 1.0062 | Accuracy: 60
	Batch_idx: 13 | Loss: 0.9370 | Accuracy: 67
	Batch_idx: 14 | Loss: 0.9357 | Accuracy: 63
	Batch_idx: 15 | Loss: 1.0046 | Accuracy: 61
	Batch_idx: 16 | Loss: 1.0128 | Accuracy: 55
	Batch_idx: 17 | Loss: 1.0081 | Accuracy: 63
	Batch_idx: 18 | Loss: 1.0126 | Accuracy: 60
	Batch_idx: 19 | Loss: 1.0697 | Accuracy: 60
	Batch_idx: 20 | Loss: 1.0163 | Accuracy: 62
	Batch_idx: 21 | Loss: 0.9987 | Accuracy: 64
	Batch_idx: 22 | Loss: 0.9339 | Accuracy: 68
